6.6667
23.333
28
30.667
29.333
30.667
26.667
26.667
24.667
24.667
29.333
28.667
26
29.333
24.667
30
23.333
26
24
27.333
25.333
30
26
26.667
28
31.333
26
26.667
30.667
25.333
